$conditionInfo$date$reviewer$Effectiveness$Satisfaction$Ease of Use$Comment
652$Bipolar Depression$2/1/2012 11:54:10 PM$Reviewer: 45-54 Female  on Treatment for 1 to less than 2 years (Patient) $4$4$4$"I was on Prozac for 25 years until I reached menopause and became extremely suicidal. The doctors added Lamictal and Seroquel. The Seroquel was horrid! Had an unsatiable appetite and gained over 30 pounds in a short time. We discontinued the Seroquel, and now just on the Lamictal. The appetite is back to normal but still struggling to lose wieght. I feel more stable now than I have in years. I don't know if the Lamictal is an adherent to my weight loss efforts. Sometimes I get an eerie/dizzy type feeling but it passes quickly. My memory seems to have dulled somewhat and I can't always find the right word I am looking for, but other than that, I think this drugs benefits have outweighed the perceived side effects. I sleep better and can get up in the mornings now so much easier. I wish someone knew the long term effects of this drug. I hate taking meds, but I guess this one is a winner cause I don't feel like running or committing suicide any more. My family is sure happier with me.
"
653$Bipolar Depression$2/1/2012 3:27:52 AM$Reviewer: CaliGirlinFL, 25-34 Female  on Treatment for 5 to less than 10 years (Patient) $5$5$5$I could not seem to find a single medication that could control my panic/anxiety disorder. My doctor put me on Lamictal, and it's much easier to control. They figure I have bipolar II. When I first began the medication, I would type entire wrong words. It was kind of strange, but only lasted a month. Maybe a little clutziness too. The only complaint was that it made it where I couldn't get very deep sleep. It's like the lights were on 24/7. After a year, my doctor lowered my dosage of Lamictal and put me on something to help me sleep. It's been good ever since.
658$Bipolar Depression$12/4/2011 2:08:29 PM$Reviewer: 35-44 Male  (Patient) $4$4$5$I just started taking Lamictal about a month ago and have already noticed slight improvement with my mood swings. Abilify worked much better but it's not covered b my insurance plan. 
659$Bipolar Depression$11/29/2011 10:03:54 PM$Reviewer: sharonkayha2, 45-54 Female  on Treatment for 1 to 6 months (Patient) $3$1$5$I have a concern that i have been having a reaction to this med but unable to get accurate info from my doctor because he wont listen to me.
661$Bipolar Depression$11/20/2011 5:45:08 PM$Reviewer: 55-64 Female  on Treatment for 1 to less than 2 years (Patient) $3$4$4$After using Epilem for some time it's effectiveness wore off.  Over to Lamotrigine.  After weaning myself onto  this med. it's effects did what they should do I guess - keep me stable.  However I'm reviewing my dosages of meds (supervised by my psychiatrist.)and am looking forward to the next installment?????
665$Bipolar Depression$11/7/2011 9:19:23 AM$Reviewer: 55-64 Female  on Treatment for 10 years or more (Patient) $4$5$5$
666$Bipolar Depression$10/30/2011 12:49:49 PM$Reviewer: concerned parent, 45-54 Female  on Treatment for less than 1 month (Caregiver) $3$2$2$The medicine is not keeping my daughters moods in check. She might need a higher dose of it. She is also breaking out on her face. She is also taking other meds. She is taking invega and cogentin in the morning and lamictal,lexapro at night.
667$Bipolar Depression$10/29/2011 12:28:35 AM$Reviewer: ET, 45-54 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$I have been misdiagnosed for almost 20 years. I have been severely depressed and at times suicidal. Then I would have small manic phases. I thought I was crazy! After about 10 days on this medicine, I feel like a new and very different woman! I am loving life and my family has seen an amazing turn around in my mood and outlook on life. 
668$Bipolar Depression$10/22/2011 5:24:42 PM$Reviewer: 25-34 Female  on Treatment for 5 to less than 10 years (Patient) $1$1$1$"i feel no relief at all
"
671$Bipolar Depression$10/16/2011 6:29:41 PM$Reviewer: Catherine, 25-34 Female  on Treatment for less than 1 month (Patient) $1$2$4$I was diagnosed with Bipolar..however, I believe that I have severe anxiety.  I have been on seroquel and depakote back to seroquel and my new doctor put me on Limictial. Over the past month I have had some pressure in my head. After being on limictial for just a bit over a week the pressure in my head became more bothersome and I have a tingling sensation/kind of like the chills on the left side of my head.  I have stopped taking the medicine and am seeing my Dr. this week. I am just curious if anyone else has had the head pressure/tingling with the mood stabilizers? She has plans to introduce me to a anti-anxiety this week.  I am just concerned with the strange head feeling....
672$Bipolar Depression$10/16/2011 8:59:11 AM$Reviewer: zeina, 35-44 Female  on Treatment for 1 to less than 2 years (Patient) $3$3$5$does anyone experienced voice thickining after using lamictal?
673$Bipolar Depression$10/4/2011 2:40:22 AM$Reviewer: Elizabeth, 55-64 Female  on Treatment for 10 years or more (Patient) $5$5$5$I am alive today thanks to Lamictal and a good doctor. If the world goes to hell I am kicking in the back door of CVS. I don't want narcotics. I want Lamictal.
676$Bipolar Depression$9/23/2011 12:12:47 AM$Reviewer: sin2win2010, 35-44 Female  on Treatment for 1 to 6 months (Patient) $3$3$5$I think it makes my hair fall out
677$Bipolar Depression$9/21/2011 4:54:03 PM$Reviewer: risenone, 45-54 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$This medication has been a God Send!!  I was on Lithium but it really gave me bad gastrointestinal problems. I take 300mg a day of Lamictal and though the Dr still has some tweaking to do every now and then it is great.  I do have the dry mouth bad, confusion, and alittle spacey but compared to the alternative this has changed my life. I am a cutter and that is almost nonexistenct now. The depression is so much better and my manic eposides are more under control. I was at the end of my rope. I had tried almost everything and nothing worked or it made me gain weight too bad.  I don't have that problem with this drug. The trade off with the other side effects I do have are worth the benefit I receive from this drug by far.  
678$Bipolar Depression$9/18/2011 7:19:09 PM$Reviewer: 45-54 Male  on Treatment for 1 to 6 months (Patient) $2$2$2$
679$Bipolar Depression$9/16/2011 9:58:17 PM$Reviewer: kellyfer, 35-44 Female  on Treatment for 1 to 6 months (Patient) $2$2$3$I feel less depressed,yet I still get that gnawing feeling of desparity about myself like I'm just not good enough of a mother,wife, daughter or even friend.
680$Bipolar Depression$9/14/2011 3:19:16 PM$Reviewer: Jimmy, 25-34 Male  on Treatment for 5 to less than 10 years (Patient) $5$5$5$I take 100mg one a day along with 250 of depakote twice a day. Is the best treatment I have ever had. Haven't lost my edge, but I don't get crazy manic.
681$Bipolar Depression$9/12/2011 7:38:11 PM$Reviewer: Chrissy lynn, 25-34 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$I have tried many medications for Bipolar and by far this has been the most effective. I feel so much better and am happier then I have been in many years.I have 3 young children that keep me busy and I am able to keep up.
684$Bipolar Depression$8/28/2011 1:23:26 AM$Reviewer: friedbologna, 45-54 Female  on Treatment for less than 1 month (Patient) $5$2$5$"Since starting this drug I get random ""electrical shocks.""  There does not seem to be an explaination.  "
685$Bipolar Depression$8/27/2011 2:23:37 AM$Reviewer: 19-24 Male  on Treatment for 1 to 6 months (Patient) $4$4$5$"I have been on different medications for Bipolar II. This is the one that I have difficulty 'feeling', as was explained to me by my doctor before being prescribed it. However, this isn't all that bad, as I have noticed much less profound mood swings since I have taken it. 

Yes, new patients start low and work up...for me, I boosted it by about 50mg weekly until I got to 350mg, which is where I am currently at but my psychiatrist may boost it a little more. 

I am satisfied with the somewhat stealthy nature of this medication's effects, as this means that the side effects don't feel there at all. I took quite a few mood stablizers in the past and noticed unpleasant side effects; mainly related to energy and mental numbness. 

I feel like I need to be on this a little longer to really gain more wisdom about it (it's been around 5 months for me now), but so far I have had no reason to want to go off of it, and I am no stranger to mood stabilizers..."
688$Bipolar Depression$8/17/2011 8:03:27 AM$Reviewer: 35-44 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$
689$Bipolar Depression$8/10/2011 3:02:48 PM$Reviewer: denise055, 55-64 Female  on Treatment for 10 years or more (Patient) $5$5$5$to anyone that is taking this medicine: your dr. can do a blood test to make sure you're @ the right levels, this in turn (i feel) keeps the bad side effects away & also if you're on the generic form & feel it's not working try the brand name, when this drug went 2 generic form it stopped working for me & my dr. said this happened to several of his other patients, otherwise i was very happy with it when i was taking it & have asked my dr. to put me back on it-wish me luck
690$Bipolar Depression$8/10/2011 2:48:07 PM$Reviewer: Not Known, 55-64 Female  on Treatment for 1 to less than 2 years (Patient) $5$5$5$This drug has worked wonders for me.  I am only on 25mg and doing GREAT!  When I upped it to 50mg I broke out in a rash and blisters and had to go to the ER.  Lowered back to 25mg and doing ok.  The only problem I have noticed is a severe itching around my vulva.  I have changed types of panties, washing powders, fabric softener, toilet paper and using feminine wipes and vagisal.  Still no relief.  Called my dr. and she prescribed a pill for yeast infection.  Did not work.  I have concluded that it is from the lamictal.  Plan on discussing coming off of it with my dr.  If anyone has had this problem please email me at [email protected]
691$Bipolar Depression$8/9/2011 2:02:39 PM$Reviewer: Cindy, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient) $1$1$4$Firstly, I am not BI-polar. I have regualar depression and anxiety.  A new psychiatrist put me on Lamictal. Said it work on uni-polar depression(that being me)I Icould ony get up to 75mg..100mg casued sever agitation. So I return to my original psychitrist for other reasons. ( the new psychiatrist was going to put me on ENSAM patch while taking cymbalta..= seratonin syndrone..Original psychiatrist knew about that too. ALSO she told me that taking Depakote and Lamictal = TOXIC..I am on 500mg Depakote bedtime, 125mg Depakote am. SO for now she is weaning me off the lamictal..Originall Shrink had me on ZOLOFT. It worked + .50mg Ativan..1mg Klonipin..I was fine, stable, able to handle things in calm manner, shower, drive, etc..I had not a wisper of anxiety since 2007 to March 2010. Shrink bullied me into takng Prozac..I can' take Proazac- get adverse reaction--head goes spinning out of control at 15mg. SHRINK said lower it to 10mg and BAM hit with dreadful ANXIETY. Then Zoloft gave me ANXIETY after swithced.THen another new shrink - puts me on 5-6mg Ativan/day. DX: Severe anxiety. Finally went back to origina shrink and was put on CYMBALTA..It finally greatly reduced anxiety,stil had to take about 3mg throught out day..So I have been screwed up since May 2010. Not stable at all. I REFUSED the Prozac BUT before I coud get out the most imp. info. SHRINK ambused me, Prozac,etc,etc ..I never got to tell her I took it before and I pill made my head go crazy..due to the immediate ambush. SO I have been in hell for 1year,3months. I don't trust SHRINKS anymore. I don't know what is to become of me. For those of you who have had sucess on Lamictal, I'm happy for you..Very worrid (understatement) about me. YOu don't  know what it is like to feel normal & functioal on a medication, then have your shrink bully you into med (Prozac) that has caused me to have prmanent anxiety BEAUSE shrink ambushed me before I could say: I got adverse reaction from Prozac before. 
